id_viaje,vehiculo_id,tipo_vehiculo,fecha,mes,hora_salida,hora_llegada_real,hora_llegada_estimada,distancia_km,numero_entregas,combustible_litros,estado_viaje,tiempo_entrega_horas,tiempo_estimado_horas,diferencia_tiempo_horas,cumplimiento,costo_combustible_usd
VIAJE-6130,VH-118,Camión ligero,2025-02-05,2025-02,12:00:00,21:45:17,20:43:20,533.4,3,226.37,Completado,9.75,8.72,1.0299999999999994,Retrasado,192.41
VIAJE-6131,VH-107,Camión ligero,2025-04-01,2025-04,14:38:00,13:28:52,10:23:40,1667.63,5,697.58,Completado,22.85,19.76,3.09,Retrasado,592.94
VIAJE-6132,VH-114,Camión pesado,2025-03-21,2025-03,08:02:00,20:29:30,21:06:30,654.58,4,225.33,Cancelado,12.46,13.07,-0.6099999999999994,A tiempo,191.53
VIAJE-6133,VH-113,Tráiler,2025-04-03,2025-04,11:07:00,19:18:24,21:36:11,1051.58,4,471.83,Cancelado,8.19,10.49,-2.3000000000000007,A tiempo,401.06
VIAJE-6134,VH-123,Camión pesado,2025-02-21,2025-02,06:32:00,08:32:40,07:08:23,1533.52,5,580.1,Retrasado,2.01,0.61,1.4,Retrasado,493.08
VIAJE-6135,VH-122,Furgoneta,2025-01-28,2025-01,12:10:00,01:25:21,03:17:45,804.08,2,270.07,Completado,13.26,15.13,-1.870000000000001,A tiempo,229.56
VIAJE-6136,VH-123,Tráiler,2025-06-09,2025-06,10:10:00,09:17:31,12:15:42,1469.52,3,429.04,Retrasado,23.13,2.1,21.029999999999998,Retrasado,364.68
VIAJE-6137,VH-106,Camión ligero,2025-04-09,2025-04,12:11:00,04:58:51,10:03:25,1572.56,6,420.33,Completado,16.8,21.87,-5.07,A tiempo,357.28
VIAJE-6138,VH-116,Camión ligero,2025-04-30,2025-04,14:32:00,23:24:50,00:16:31,543.12,4,225.04,Cancelado,8.88,9.74,-0.8599999999999994,A tiempo,191.28
VIAJE-6139,VH-109,Tráiler,2025-06-09,2025-06,14:37:00,07:04:17,03:51:44,2724.34,2,931.82,Completado,16.45,13.25,3.1999999999999993,Retrasado,792.05
VIAJE-6140,VH-107,Tráiler,2025-01-31,2025-01,13:39:00,14:46:08,17:39:43,1335.6,2,394.8,Cancelado,1.12,4.01,-2.8899999999999997,A tiempo,335.58
VIAJE-6141,VH-101,Camión ligero,2025-04-20,2025-04,11:52:00,02:24:44,02:58:10,901.52,5,306.16,Cancelado,14.55,15.1,-0.5499999999999989,A tiempo,260.24
VIAJE-6142,VH-108,Tráiler,2025-04-25,2025-04,11:45:00,01:41:11,01:21:18,767.69,4,240.13,Completado,13.94,13.61,0.33000000000000007,Retrasado,204.11
VIAJE-6143,VH-118,Camión ligero,2025-05-20,2025-05,14:39:00,00:10:57,21:15:59,2136.69,6,753.9,Completado,9.53,6.62,2.9099999999999993,Retrasado,640.81
VIAJE-6144,VH-118,Camión ligero,2025-03-24,2025-03,13:38:00,18:18:17,18:19:07,248.72,3,92.45,Retrasado,4.67,4.69,-0.020000000000000462,A tiempo,78.58
VIAJE-6145,VH-105,Tráiler,2025-05-21,2025-05,09:32:00,23:39:27,22:24:33,712.85,4,181.47,Completado,14.12,12.88,1.2399999999999984,Retrasado,154.25
VIAJE-6146,VH-100,Tráiler,2025-04-13,2025-04,07:09:00,20:05:18,18:50:53,594.73,1,259.97,Cancelado,12.94,11.7,1.2400000000000002,Retrasado,220.97
VIAJE-6147,VH-100,Furgoneta,2025-01-23,2025-01,14:56:00,06:04:05,07:47:40,1330.22,5,476.22,Retrasado,15.13,16.86,-1.7299999999999986,A tiempo,404.79
VIAJE-6148,VH-120,Camión ligero,2025-05-11,2025-05,08:52:00,00:03:14,18:15:31,2192.7,4,724.38,Cancelado,15.19,9.39,5.799999999999999,Retrasado,615.72
VIAJE-6149,VH-101,Camión ligero,2025-01-13,2025-01,13:37:00,21:41:11,21:54:11,397.38,2,110.79,Cancelado,8.07,8.29,-0.21999999999999886,A tiempo,94.17
VIAJE-6150,VH-119,Camión pesado,2025-02-27,2025-02,10:57:00,21:26:46,23:06:57,1949.39,4,724.19,Retrasado,10.5,12.17,-1.67,A tiempo,615.56
VIAJE-6151,VH-101,Camión pesado,2025-03-22,2025-03,06:26:00,07:00:41,06:22:32,1189.82,5,420.85,Completado,0.58,23.94,-23.360000000000003,A tiempo,357.72
VIAJE-6152,VH-106,Furgoneta,2025-04-01,2025-04,13:00:00,03:49:00,23:10:37,1851.19,6,526.04,Completado,14.82,10.18,4.640000000000001,Retrasado,447.13
VIAJE-6153,VH-103,Furgoneta,2025-03-26,2025-03,11:40:00,15:37:52,15:33:35,252.81,3,108.96,Completado,3.96,3.89,0.06999999999999984,Retrasado,92.62
VIAJE-6154,VH-104,Camión ligero,2025-05-15,2025-05,13:39:00,19:24:40,19:33:33,1937.07,2,759.68,Completado,5.76,5.91,-0.15000000000000036,A tiempo,645.73
VIAJE-6155,VH-108,Camión ligero,2025-03-21,2025-03,11:32:00,14:15:12,12:44:28,913.48,1,284.74,Retrasado,2.72,1.21,1.5100000000000002,Retrasado,242.03
VIAJE-6156,VH-101,Camión ligero,2025-02-09,2025-02,09:41:00,00:10:26,23:01:34,2464.69,2,1104.42,Completado,14.49,13.34,1.1500000000000004,Retrasado,938.76
VIAJE-6157,VH-110,Tráiler,2025-05-17,2025-05,07:47:00,11:30:25,11:38:19,206.88,4,73.97,Completado,3.72,3.86,-0.13999999999999968,A tiempo,62.87
VIAJE-6158,VH-107,Furgoneta,2025-06-10,2025-06,10:22:00,07:58:43,11:04:01,900.73,4,328.68,Completado,21.61,0.7,20.91,Retrasado,279.38
VIAJE-6159,VH-100,Camión pesado,2025-04-19,2025-04,12:19:00,03:46:45,08:57:36,1288.68,2,480.2,Retrasado,15.46,20.64,-5.18,A tiempo,408.17
VIAJE-6160,VH-106,Tráiler,2025-05-10,2025-05,09:55:00,17:23:30,17:05:29,398.36,4,155.87,Completado,7.47,7.17,0.2999999999999998,Retrasado,132.49
VIAJE-6161,VH-119,Camión pesado,2025-06-19,2025-06,13:14:00,20:02:18,20:35:52,311.27,5,90.79,Completado,6.8,7.36,-0.5600000000000005,A tiempo,77.17
VIAJE-6162,VH-104,Camión ligero,2025-03-26,2025-03,14:23:00,10:47:04,06:18:16,2507.59,6,1038.97,Completado,20.4,15.92,4.479999999999999,Retrasado,883.12
VIAJE-6163,VH-105,Furgoneta,2025-01-24,2025-01,12:54:00,12:33:45,10:22:27,2140.71,5,851.52,Cancelado,23.66,21.47,2.1900000000000013,Retrasado,723.79
VIAJE-6164,VH-107,Tráiler,2025-04-10,2025-04,06:29:00,02:21:39,06:55:21,1842.67,4,721.97,Retrasado,19.88,0.44,19.439999999999998,Retrasado,613.67
VIAJE-6165,VH-105,Camión ligero,2025-03-30,2025-03,11:34:00,02:36:16,02:32:46,500.66,6,199.34,Cancelado,15.04,14.98,0.05999999999999872,Retrasado,169.44
VIAJE-6166,VH-103,Tráiler,2025-01-17,2025-01,13:00:00,06:29:12,04:16:02,1187.92,2,454.83,Retrasado,17.49,15.27,2.219999999999999,Retrasado,386.61
VIAJE-6167,VH-118,Camión ligero,2025-06-15,2025-06,10:57:00,10:52:40,15:44:04,1874.8,3,719.04,Retrasado,23.93,4.78,19.15,Retrasado,611.18
VIAJE-6168,VH-122,Camión ligero,2025-06-01,2025-06,10:52:00,14:44:22,12:57:54,1609.93,4,639.45,Completado,3.87,2.1,1.77,Retrasado,543.53
VIAJE-6169,VH-118,Camión pesado,2025-05-18,2025-05,12:18:00,20:51:50,23:30:29,2275.48,2,581.92,Completado,8.56,11.21,-2.6500000000000004,A tiempo,494.63
VIAJE-6170,VH-113,Furgoneta,2025-01-08,2025-01,12:45:00,04:25:54,03:25:38,1375.49,2,468.33,Completado,15.68,14.68,1.0,Retrasado,398.08
VIAJE-6171,VH-119,Tráiler,2025-04-17,2025-04,12:27:00,10:16:01,13:39:24,1377.26,3,596.43,Completado,21.82,1.21,20.61,Retrasado,506.97
VIAJE-6172,VH-105,Camión ligero,2025-02-04,2025-02,08:08:00,17:24:56,18:33:03,2301.6,3,825.91,Completado,9.28,10.42,-1.1400000000000006,A tiempo,702.02
VIAJE-6173,VH-106,Tráiler,2025-04-19,2025-04,14:14:00,09:13:26,12:19:27,2129.28,5,572.26,Retrasado,18.99,22.09,-3.1000000000000014,A tiempo,486.42
VIAJE-6174,VH-119,Camión ligero,2025-03-25,2025-03,08:40:00,00:40:13,23:35:13,1001.36,1,255.73,Completado,16.0,14.92,1.08,Retrasado,217.37
VIAJE-6175,VH-106,Camión pesado,2025-03-31,2025-03,07:29:00,23:28:09,23:09:15,732.45,3,228.11,Retrasado,15.99,15.67,0.3200000000000003,Retrasado,193.89
VIAJE-6176,VH-101,Camión ligero,2025-05-21,2025-05,12:15:00,12:46:20,09:34:59,861.46,2,316.08,Completado,0.52,21.33,-20.81,A tiempo,268.67
VIAJE-6177,VH-123,Tráiler,2025-06-06,2025-06,11:22:00,16:10:06,16:02:49,1046.02,2,353.28,Completado,4.8,4.68,0.1200000000000001,Retrasado,300.29
VIAJE-6178,VH-102,Furgoneta,2025-06-05,2025-06,06:01:00,17:58:04,17:20:04,768.86,5,341.8,Completado,11.95,11.32,0.629999999999999,Retrasado,290.53
VIAJE-6179,VH-110,Camión ligero,2025-02-23,2025-02,10:49:00,02:05:23,01:37:43,875.67,5,243.56,Cancelado,15.27,14.81,0.4599999999999991,Retrasado,207.03
VIAJE-6180,VH-117,Camión pesado,2025-05-27,2025-05,06:19:00,05:52:56,02:48:53,934.34,2,406.47,Completado,23.57,20.5,3.0700000000000003,Retrasado,345.5
VIAJE-6181,VH-112,Camión ligero,2025-04-06,2025-04,13:18:00,17:59:30,14:29:12,1087.97,3,328.72,Cancelado,4.69,1.19,3.5000000000000004,Retrasado,279.41
VIAJE-6182,VH-114,Tráiler,2025-05-31,2025-05,11:13:00,16:08:20,15:49:41,319.92,1,117.29,Completado,4.92,4.61,0.3099999999999996,Retrasado,99.7
VIAJE-6183,VH-107,Tráiler,2025-05-07,2025-05,12:27:00,18:48:32,18:51:46,240.19,6,78.01,Completado,6.36,6.41,-0.04999999999999982,A tiempo,66.31
VIAJE-6184,VH-101,Camión ligero,2025-05-18,2025-05,13:15:00,19:11:44,18:52:57,227.39,1,99.52,Completado,5.95,5.63,0.3200000000000003,Retrasado,84.59
VIAJE-6185,VH-107,Tráiler,2025-05-04,2025-05,14:26:00,00:17:29,00:14:59,336.71,1,121.11,Cancelado,9.86,9.82,0.03999999999999915,Retrasado,102.94
VIAJE-6186,VH-114,Camión ligero,2025-01-12,2025-01,12:40:00,14:47:38,13:28:00,1226.15,2,417.91,Completado,2.13,0.8,1.3299999999999998,Retrasado,355.22
VIAJE-6187,VH-113,Camión ligero,2025-02-06,2025-02,12:52:00,17:27:47,13:47:32,1084.29,6,475.37,Completado,4.6,0.93,3.6699999999999995,Retrasado,404.06
VIAJE-6188,VH-122,Camión pesado,2025-01-04,2025-01,12:02:00,16:27:42,17:04:17,167.44,2,56.32,Completado,4.43,5.04,-0.6100000000000003,A tiempo,47.87
VIAJE-6189,VH-120,Furgoneta,2025-01-05,2025-01,11:58:00,04:11:24,23:18:35,1477.32,6,454.8,Completado,16.22,11.34,4.879999999999999,Retrasado,386.58
VIAJE-6190,VH-100,Tráiler,2025-04-15,2025-04,13:02:00,19:46:32,20:15:29,222.61,3,80.87,Completado,6.74,7.22,-0.47999999999999954,A tiempo,68.74
VIAJE-6191,VH-103,Tráiler,2025-04-19,2025-04,09:13:00,02:15:42,21:46:32,2083.95,2,577.93,Completado,17.05,12.56,4.49,Retrasado,491.24
VIAJE-6192,VH-101,Furgoneta,2025-03-01,2025-03,08:11:00,16:45:57,13:14:43,1038.98,4,265.47,Cancelado,8.58,5.06,3.5200000000000005,Retrasado,225.65
VIAJE-6193,VH-124,Camión ligero,2025-01-20,2025-01,07:48:00,19:21:20,18:23:51,593.59,2,160.39,Completado,11.56,10.6,0.9600000000000009,Retrasado,136.33
VIAJE-6194,VH-120,Camión pesado,2025-04-04,2025-04,08:33:00,03:58:34,01:59:06,1338.75,2,530.93,Completado,19.43,17.43,2.0,Retrasado,451.29
VIAJE-6195,VH-110,Tráiler,2025-06-23,2025-06,10:21:00,18:09:25,17:55:19,329.23,5,133.17,Completado,7.81,7.57,0.23999999999999932,Retrasado,113.19
VIAJE-6196,VH-119,Tráiler,2025-04-20,2025-04,06:11:00,20:18:50,19:00:50,713.31,4,203.13,Completado,14.13,12.83,1.3000000000000007,Retrasado,172.66
VIAJE-6197,VH-123,Furgoneta,2025-03-05,2025-03,12:48:00,11:40:32,14:27:15,1299.35,6,538.18,Completado,22.88,1.65,21.23,Retrasado,457.45
VIAJE-6198,VH-121,Furgoneta,2025-02-15,2025-02,13:53:00,02:33:28,01:55:44,585.44,1,167.15,Retrasado,12.67,12.05,0.6199999999999992,Retrasado,142.08
VIAJE-6199,VH-112,Furgoneta,2025-03-27,2025-03,07:17:00,07:43:40,06:46:21,1610.63,2,481.99,Cancelado,0.44,23.49,-23.049999999999997,A tiempo,409.69
VIAJE-6200,VH-101,Tráiler,2025-04-17,2025-04,10:06:00,00:21:49,23:09:43,874.51,3,289.34,Cancelado,14.26,13.06,1.1999999999999993,Retrasado,245.94
VIAJE-6201,VH-122,Furgoneta,2025-02-10,2025-02,10:56:00,09:14:37,12:04:49,1554.98,3,511.22,Completado,22.31,1.15,21.16,Retrasado,434.54
VIAJE-6202,VH-121,Camión pesado,2025-03-28,2025-03,09:35:00,14:17:20,11:04:45,1652.76,4,622.69,Cancelado,4.71,1.5,3.21,Retrasado,529.29
VIAJE-6203,VH-117,Furgoneta,2025-03-05,2025-03,08:18:00,19:37:01,19:35:46,751.82,4,277.03,Completado,11.32,11.3,0.019999999999999574,Retrasado,235.48
VIAJE-6204,VH-103,Furgoneta,2025-05-02,2025-05,07:10:00,14:39:01,18:44:59,2031.86,6,894.38,Cancelado,7.48,11.58,-4.1,A tiempo,760.22
VIAJE-6205,VH-107,Furgoneta,2025-03-11,2025-03,09:42:00,00:53:04,02:01:08,788.7,5,236.03,Cancelado,15.18,16.32,-1.1400000000000006,A tiempo,200.63
VIAJE-6206,VH-100,Tráiler,2025-01-26,2025-01,12:46:00,15:31:59,16:15:27,1119.94,4,332.93,Cancelado,2.77,3.49,-0.7200000000000002,A tiempo,282.99
VIAJE-6207,VH-124,Camión ligero,2025-04-17,2025-04,07:22:00,00:56:49,19:44:56,2368.11,5,778.47,Cancelado,17.58,12.38,5.1999999999999975,Retrasado,661.7
VIAJE-6208,VH-120,Camión pesado,2025-04-29,2025-04,07:01:00,20:16:46,20:10:33,661.6,2,215.62,Retrasado,13.26,13.16,0.09999999999999964,Retrasado,183.28
VIAJE-6209,VH-122,Camión pesado,2025-01-02,2025-01,07:17:00,09:57:12,13:37:30,1252.01,4,539.32,Completado,2.67,6.34,-3.67,A tiempo,458.42
VIAJE-6210,VH-117,Camión pesado,2025-04-09,2025-04,10:36:00,22:10:05,23:49:50,408.04,1,134.51,Completado,11.57,13.23,-1.6600000000000001,A tiempo,114.33
VIAJE-6211,VH-118,Furgoneta,2025-04-24,2025-04,12:11:00,05:03:20,06:18:52,693.78,2,311.02,Completado,16.87,18.13,-1.259999999999998,A tiempo,264.37
VIAJE-6212,VH-112,Furgoneta,2025-03-30,2025-03,12:13:00,08:24:21,07:52:33,1663.74,1,664.85,Cancelado,20.19,19.66,0.5300000000000011,Retrasado,565.12
VIAJE-6213,VH-118,Furgoneta,2025-01-03,2025-01,09:25:00,01:10:01,20:09:27,1609.51,6,617.33,Completado,15.75,10.74,5.01,Retrasado,524.73
VIAJE-6214,VH-120,Tráiler,2025-04-09,2025-04,10:36:00,09:46:03,13:10:12,1269.97,4,323.99,Cancelado,23.17,2.57,20.6,Retrasado,275.39
VIAJE-6215,VH-107,Camión pesado,2025-03-26,2025-03,09:38:00,16:44:11,15:53:59,242.89,4,77.72,Cancelado,7.1,6.27,0.8300000000000001,Retrasado,66.06
VIAJE-6216,VH-100,Camión ligero,2025-04-13,2025-04,09:36:00,15:16:30,17:36:08,1758.4,1,468.19,Completado,5.67,8.0,-2.33,A tiempo,397.96
VIAJE-6217,VH-107,Furgoneta,2025-03-11,2025-03,09:30:00,05:42:41,07:47:28,2067.79,4,601.78,Completado,20.21,22.29,-2.0799999999999983,A tiempo,511.51
VIAJE-6218,VH-117,Camión ligero,2025-03-14,2025-03,06:52:00,10:46:51,07:20:08,1727.49,3,453.32,Completado,3.91,0.47,3.4400000000000004,Retrasado,385.32
VIAJE-6219,VH-113,Tráiler,2025-06-03,2025-06,09:02:00,14:26:00,13:46:15,216.23,5,71.38,Completado,5.4,4.74,0.6600000000000001,Retrasado,60.67
VIAJE-6220,VH-118,Camión ligero,2025-01-07,2025-01,06:54:00,23:13:52,01:09:35,1077.19,2,277.62,Cancelado,16.33,18.26,-1.9300000000000033,A tiempo,235.98
VIAJE-6221,VH-117,Tráiler,2025-04-17,2025-04,07:25:00,03:33:06,09:42:21,3088.13,6,1313.18,Cancelado,20.13,2.29,17.84,Retrasado,1116.2
VIAJE-6222,VH-101,Camión pesado,2025-03-16,2025-03,08:07:00,06:02:10,06:03:46,2791.37,3,1112.48,Completado,21.92,21.95,-0.029999999999997584,A tiempo,945.61
VIAJE-6223,VH-109,Furgoneta,2025-02-09,2025-02,06:13:00,22:54:08,23:52:48,550.41,1,199.85,Completado,16.69,17.66,-0.9699999999999989,A tiempo,169.87
VIAJE-6224,VH-115,Camión ligero,2025-02-22,2025-02,14:24:00,19:06:10,18:32:13,202.03,4,78.87,Completado,4.7,4.14,0.5600000000000005,Retrasado,67.04
VIAJE-6225,VH-115,Camión ligero,2025-02-22,2025-02,08:50:00,19:16:58,23:41:16,1836.8,3,759.3,Completado,10.45,14.85,-4.4,A tiempo,645.4
VIAJE-6226,VH-109,Tráiler,2025-06-21,2025-06,06:10:00,04:48:59,23:03:15,2371.22,6,636.44,Completado,22.65,16.89,5.759999999999998,Retrasado,540.97
VIAJE-6227,VH-117,Tráiler,2025-06-11,2025-06,10:20:00,18:37:20,17:33:56,409.34,6,178.43,Completado,8.29,7.23,1.0599999999999987,Retrasado,151.67
VIAJE-6228,VH-113,Tráiler,2025-05-11,2025-05,11:31:00,07:01:21,07:38:17,1256.33,2,374.1,Completado,19.51,20.12,-0.6099999999999994,A tiempo,317.98
VIAJE-6229,VH-101,Tráiler,2025-03-19,2025-03,07:42:00,07:03:00,14:08:06,1651.79,5,468.88,Completado,23.35,6.43,16.92,Retrasado,398.55
VIAJE-6230,VH-103,Furgoneta,2025-03-14,2025-03,06:04:00,16:43:33,13:47:30,1154.02,3,300.37,Cancelado,10.66,7.72,2.9400000000000004,Retrasado,255.31
VIAJE-6231,VH-121,Tráiler,2025-06-19,2025-06,08:24:00,13:27:20,13:12:31,262.47,3,118.02,Completado,5.06,4.81,0.25,Retrasado,100.32
VIAJE-6232,VH-124,Tráiler,2025-03-21,2025-03,07:00:00,15:23:26,15:56:46,373.65,4,98.27,Retrasado,8.39,8.95,-0.5599999999999987,A tiempo,83.53
VIAJE-6233,VH-118,Furgoneta,2025-05-14,2025-05,14:58:00,10:49:06,07:57:17,2062.65,5,750.89,Cancelado,19.85,16.99,2.860000000000003,Retrasado,638.26
VIAJE-6234,VH-107,Camión ligero,2025-01-08,2025-01,11:06:00,16:16:44,14:53:05,1609.12,6,547.56,Retrasado,5.18,3.78,1.4,Retrasado,465.43
VIAJE-6235,VH-106,Furgoneta,2025-04-04,2025-04,14:18:00,09:04:46,08:24:55,2740.87,2,1082.32,Retrasado,18.78,18.12,0.6600000000000001,Retrasado,919.97
VIAJE-6236,VH-104,Tráiler,2025-04-14,2025-04,08:48:00,16:51:24,14:32:20,1481.15,1,629.18,Retrasado,8.06,5.74,2.3200000000000003,Retrasado,534.8
VIAJE-6237,VH-100,Camión ligero,2025-01-22,2025-01,10:54:00,10:51:03,15:43:30,3205.01,1,804.52,Retrasado,23.95,4.83,19.119999999999997,Retrasado,683.84
VIAJE-6238,VH-116,Tráiler,2025-02-16,2025-02,10:02:00,00:15:22,04:34:42,1929.42,1,483.68,Retrasado,14.22,18.55,-4.33,A tiempo,411.13
VIAJE-6239,VH-113,Camión ligero,2025-06-22,2025-06,10:51:00,23:47:45,19:48:49,1826.41,5,628.91,Completado,12.95,8.96,3.9899999999999984,Retrasado,534.57
VIAJE-6240,VH-106,Camión ligero,2025-02-01,2025-02,11:55:00,02:22:58,22:15:40,1402.23,2,392.09,Completado,14.47,10.34,4.130000000000001,Retrasado,333.28
VIAJE-6241,VH-117,Camión pesado,2025-03-14,2025-03,06:34:00,21:20:30,21:27:25,636.36,2,204.64,Cancelado,14.78,14.89,-0.11000000000000121,A tiempo,173.94
VIAJE-6242,VH-118,Furgoneta,2025-01-09,2025-01,06:17:00,12:31:39,12:05:35,368.74,5,136.83,Completado,6.24,5.81,0.4300000000000006,Retrasado,116.31
VIAJE-6243,VH-107,Furgoneta,2025-01-27,2025-01,07:59:00,21:18:43,20:05:21,755.47,3,335.0,Retrasado,13.33,12.11,1.2200000000000006,Retrasado,284.75
VIAJE-6244,VH-104,Camión pesado,2025-06-14,2025-06,14:37:00,22:39:15,22:08:46,506.57,4,191.44,Completado,8.04,7.53,0.5099999999999989,Retrasado,162.72
VIAJE-6245,VH-115,Camión ligero,2025-06-03,2025-06,13:33:00,02:36:07,00:42:41,458.2,5,121.22,Completado,13.05,11.16,1.8900000000000006,Retrasado,103.04
VIAJE-6246,VH-103,Furgoneta,2025-03-26,2025-03,09:19:00,14:52:04,15:20:43,240.46,2,84.67,Completado,5.55,6.03,-0.4800000000000004,A tiempo,71.97
VIAJE-6247,VH-120,Furgoneta,2025-03-15,2025-03,13:35:00,10:26:34,12:50:40,1004.71,6,277.08,Completado,20.86,23.26,-2.400000000000002,A tiempo,235.52
VIAJE-6248,VH-105,Camión ligero,2025-06-14,2025-06,14:43:00,18:16:05,17:19:18,1499.06,1,601.43,Retrasado,3.55,2.6,0.9499999999999997,Retrasado,511.22
VIAJE-6249,VH-117,Camión ligero,2025-06-22,2025-06,09:29:00,13:09:56,10:13:30,1686.53,6,496.49,Cancelado,3.68,0.74,2.9400000000000004,Retrasado,422.02
VIAJE-6250,VH-123,Tráiler,2025-03-06,2025-03,09:52:00,21:00:34,19:06:02,1892.46,1,598.75,Completado,11.14,9.23,1.9100000000000001,Retrasado,508.94
VIAJE-6251,VH-111,Tráiler,2025-04-06,2025-04,10:44:00,00:04:06,20:33:28,1933.56,3,829.42,Completado,13.34,9.82,3.5199999999999996,Retrasado,705.01
VIAJE-6252,VH-113,Tráiler,2025-05-26,2025-05,06:44:00,22:26:34,22:57:02,1032.98,5,370.47,Completado,15.71,16.22,-0.509999999999998,A tiempo,314.9
VIAJE-6253,VH-112,Camión ligero,2025-01-13,2025-01,12:21:00,09:41:14,11:19:37,845.47,4,274.14,Completado,21.34,22.98,-1.6400000000000006,A tiempo,233.02
VIAJE-6254,VH-102,Tráiler,2025-03-23,2025-03,08:28:00,05:31:40,06:33:48,1412.32,4,372.6,Cancelado,21.06,22.1,-1.0400000000000027,A tiempo,316.71
VIAJE-6255,VH-117,Camión ligero,2025-02-05,2025-02,11:14:00,18:26:39,18:14:48,1575.56,2,519.45,Cancelado,7.21,7.01,0.20000000000000018,Retrasado,441.53
VIAJE-6256,VH-105,Tráiler,2025-03-17,2025-03,10:19:00,09:28:08,08:14:25,1470.04,2,625.19,Completado,23.15,21.92,1.2299999999999969,Retrasado,531.41
VIAJE-6257,VH-117,Furgoneta,2025-06-22,2025-06,08:15:00,20:28:17,17:20:54,2392.0,2,843.08,Completado,12.22,9.1,3.120000000000001,Retrasado,716.62
VIAJE-6258,VH-108,Camión ligero,2025-04-27,2025-04,08:19:00,15:24:17,16:20:43,306.49,2,101.04,Completado,7.09,8.03,-0.9399999999999995,A tiempo,85.88
VIAJE-6259,VH-110,Furgoneta,2025-03-22,2025-03,13:18:00,06:12:31,04:47:14,2184.47,1,910.53,Cancelado,16.91,15.49,1.42,Retrasado,773.95
VIAJE-6260,VH-112,Camión ligero,2025-02-11,2025-02,10:10:00,05:08:13,03:33:10,615.73,2,171.71,Completado,18.97,17.39,1.5799999999999983,Retrasado,145.95
VIAJE-6261,VH-121,Furgoneta,2025-04-02,2025-04,08:59:00,21:12:23,21:20:42,407.06,6,167.74,Cancelado,12.22,12.36,-0.1399999999999988,A tiempo,142.58
VIAJE-6262,VH-112,Camión pesado,2025-01-12,2025-01,10:01:00,05:57:08,04:31:59,1563.8,4,673.94,Cancelado,19.94,18.52,1.4200000000000017,Retrasado,572.85
VIAJE-6263,VH-119,Camión ligero,2025-04-24,2025-04,08:06:00,08:25:37,05:47:28,1655.49,5,457.25,Completado,0.33,21.69,-21.360000000000003,A tiempo,388.66
VIAJE-6264,VH-102,Tráiler,2025-04-29,2025-04,14:59:00,04:21:42,06:25:50,2474.72,3,910.87,Retrasado,13.38,15.45,-2.0699999999999985,A tiempo,774.24
VIAJE-6265,VH-112,Camión pesado,2025-05-02,2025-05,06:25:00,18:35:45,19:30:54,426.86,3,189.63,Completado,12.18,13.1,-0.9199999999999999,A tiempo,161.19
VIAJE-6266,VH-107,Camión pesado,2025-05-09,2025-05,06:19:00,08:46:19,04:51:50,1785.87,3,500.48,Retrasado,2.46,22.55,-20.09,A tiempo,425.41
VIAJE-6267,VH-103,Camión ligero,2025-01-28,2025-01,09:41:00,22:53:06,22:50:35,593.38,2,206.17,Cancelado,13.2,13.16,0.03999999999999915,Retrasado,175.24
VIAJE-6268,VH-101,Camión ligero,2025-01-15,2025-01,06:11:00,16:47:06,12:37:37,1934.97,4,540.33,Completado,10.6,6.44,4.159999999999999,Retrasado,459.28
VIAJE-6269,VH-112,Furgoneta,2025-05-07,2025-05,07:32:00,19:34:17,17:30:27,1591.3,5,629.23,Cancelado,12.04,9.97,2.0699999999999985,Retrasado,534.85
VIAJE-6270,VH-119,Camión pesado,2025-02-28,2025-02,06:18:00,20:49:13,16:37:20,1685.85,2,500.47,Retrasado,14.52,10.32,4.199999999999999,Retrasado,425.4
VIAJE-6271,VH-120,Tráiler,2025-04-30,2025-04,14:49:00,20:17:17,20:11:29,236.7,3,72.81,Completado,5.47,5.37,0.09999999999999964,Retrasado,61.89
VIAJE-6272,VH-114,Camión ligero,2025-01-31,2025-01,10:48:00,05:01:34,07:16:52,1040.85,6,451.73,Retrasado,18.23,20.48,-2.25,A tiempo,383.97
VIAJE-6273,VH-115,Tráiler,2025-04-18,2025-04,12:21:00,17:02:13,17:14:42,173.76,4,69.84,Completado,4.69,4.89,-0.1999999999999993,A tiempo,59.36
VIAJE-6274,VH-104,Camión ligero,2025-05-28,2025-05,08:35:00,14:33:51,14:31:21,346.96,3,90.55,Completado,5.98,5.94,0.040000000000000036,Retrasado,76.97
VIAJE-6275,VH-123,Camión ligero,2025-02-09,2025-02,08:15:00,13:26:07,13:37:53,179.18,4,69.15,Retrasado,5.19,5.38,-0.1899999999999995,A tiempo,58.78
VIAJE-6276,VH-100,Tráiler,2025-06-11,2025-06,13:40:00,11:20:06,09:04:03,940.68,2,363.85,Completado,21.67,19.4,2.270000000000003,Retrasado,309.27
VIAJE-6277,VH-117,Furgoneta,2025-05-30,2025-05,08:04:00,02:02:27,02:15:09,1894.8,6,581.51,Cancelado,17.97,18.19,-0.22000000000000242,A tiempo,494.28
VIAJE-6278,VH-111,Tráiler,2025-02-26,2025-02,13:05:00,18:54:25,18:34:40,371.75,5,94.54,Completado,5.82,5.49,0.33000000000000007,Retrasado,80.36
VIAJE-6279,VH-123,Camión pesado,2025-04-27,2025-04,11:49:00,07:35:59,08:26:54,2311.4,5,900.01,Completado,19.78,20.63,-0.8499999999999979,A tiempo,765.01
