id_viaje,vehiculo_id,tipo_vehiculo,fecha,hora_salida,hora_llegada_real,hora_llegada_estimada,distancia_km,numero_entregas,combustible_litros,estado_viaje
VIAJE-5679,VH-122,Camión pesado,2025-02-06,08:58:00,19:43:18,22:22:27,1066.13,1,328.8,Completado
VIAJE-5680,VH-111,Camión pesado,2025-06-20,08:11:00,19:57:32,18:38:20,1579.48,1,654.24,Cancelado
VIAJE-5681,VH-110,Camión pesado,2025-04-06,06:57:00,02:52:19,04:36:26,1261.56,6,436.19,Completado
VIAJE-5682,VH-102,Camión ligero,2025-05-17,06:17:00,02:32:13,00:08:03,1250.04,3,371.59,Retrasado
VIAJE-5683,VH-121,Furgoneta,2025-02-28,14:19:00,03:50:11,23:52:47,2105.91,3,900.69,Completado
VIAJE-5684,VH-107,Tráiler,2025-02-14,12:42:00,17:20:14,17:11:49,284.64,6,103.66,Retrasado
VIAJE-5685,VH-121,Furgoneta,2025-04-09,07:20:00,18:56:10,17:27:26,2194.21,1,658.89,Completado
VIAJE-5686,VH-105,Camión ligero,2025-04-05,07:27:00,06:24:29,07:20:28,1911.52,1,828.95,Completado
VIAJE-5687,VH-110,Tráiler,2025-03-11,06:36:00,03:32:01,01:51:43,1512.16,6,675.86,Cancelado
VIAJE-5688,VH-110,Tráiler,2025-05-21,13:22:00,04:23:23,08:01:59,1264.66,1,320.76,Completado
VIAJE-5689,VH-113,Camión pesado,2025-06-20,06:04:00,12:42:47,09:21:58,1718.69,1,657.1,Completado
VIAJE-5690,VH-109,Camión ligero,2025-02-21,09:48:00,20:45:24,19:44:42,2315.45,5,825.22,Retrasado
VIAJE-5691,VH-112,Camión ligero,2025-05-25,14:30:00,02:25:06,03:49:27,436.2,4,129.23,Cancelado
VIAJE-5692,VH-124,Camión pesado,2025-02-03,13:41:00,09:35:45,12:20:19,1206.41,4,469.4,Cancelado
VIAJE-5693,VH-117,Tráiler,2025-06-16,14:26:00,08:38:40,11:03:08,1158.71,2,448.41,Completado
VIAJE-5694,VH-106,Camión ligero,2025-06-04,07:40:00,21:05:05,15:49:07,1614.7,2,569.18,Cancelado
VIAJE-5695,VH-120,Furgoneta,2025-02-16,09:07:00,17:46:27,16:39:19,314.63,5,131.65,Completado
VIAJE-5696,VH-115,Tráiler,2025-03-11,10:36:00,18:02:37,17:51:16,1948.94,3,764.36,Completado
VIAJE-5697,VH-104,Tráiler,2025-05-24,13:25:00,05:30:01,05:28:59,832.99,4,257.85,Retrasado
VIAJE-5698,VH-118,Tráiler,2025-03-21,07:26:00,22:58:45,22:06:31,1796.42,3,805.01,Completado
VIAJE-5699,VH-110,Camión ligero,2025-01-06,12:15:00,06:29:17,04:50:32,1057.11,4,388.78,Retrasado
VIAJE-5700,VH-108,Tráiler,2025-06-07,08:29:00,06:47:12,07:13:28,767.16,6,246.73,Cancelado
VIAJE-5701,VH-122,Tráiler,2025-02-27,11:13:00,15:29:44,15:46:36,191.87,4,54.85,Completado
VIAJE-5702,VH-103,Camión pesado,2025-05-16,08:29:00,05:30:19,03:49:58,804.2,3,213.65,Completado
VIAJE-5703,VH-119,Furgoneta,2025-05-15,14:53:00,19:05:58,17:49:07,1225.03,4,375.27,Retrasado
VIAJE-5704,VH-107,Furgoneta,2025-03-26,10:55:00,06:22:06,02:44:12,2908.4,6,1139.53,Completado
VIAJE-5705,VH-109,Camión ligero,2025-04-12,09:48:00,15:44:35,13:43:44,1896.94,3,645.3,Completado
VIAJE-5706,VH-118,Furgoneta,2025-04-15,10:01:00,12:12:16,13:46:22,1493.78,6,424.63,Completado
VIAJE-5707,VH-101,Furgoneta,2025-05-09,12:08:00,17:59:00,22:21:23,1465.08,2,562.3,Cancelado
VIAJE-5708,VH-120,Furgoneta,2025-01-26,09:10:00,15:55:58,15:49:20,205.14,5,53.8,Completado
VIAJE-5709,VH-103,Tráiler,2025-01-12,13:20:00,05:11:44,03:44:00,1016.23,3,382.16,Retrasado
VIAJE-5710,VH-111,Furgoneta,2025-05-01,08:54:00,22:40:34,17:29:46,1189.64,1,363.59,Retrasado
VIAJE-5711,VH-109,Tráiler,2025-01-17,08:46:00,14:52:11,11:37:53,1585.32,1,630.1,Completado
VIAJE-5712,VH-103,Camión pesado,2025-01-30,09:46:00,03:30:01,08:03:41,1808.43,4,643.35,Cancelado
VIAJE-5713,VH-112,Camión pesado,2025-03-26,11:40:00,20:50:00,21:23:04,1620.34,1,544.51,Completado
VIAJE-5714,VH-118,Camión pesado,2025-01-18,10:45:00,05:19:58,06:25:27,779.25,3,256.61,Completado
VIAJE-5715,VH-102,Camión ligero,2025-02-27,14:35:00,09:38:55,11:52:50,1246.89,3,359.23,Retrasado
VIAJE-5716,VH-105,Camión pesado,2025-01-09,09:12:00,01:27:40,01:00:19,678.26,3,258.56,Completado
VIAJE-5717,VH-109,Camión pesado,2025-06-19,13:45:00,18:24:16,19:54:25,1437.81,6,548.68,Cancelado
VIAJE-5718,VH-100,Camión ligero,2025-05-22,11:45:00,22:18:39,21:04:53,1231.57,3,451.39,Completado
VIAJE-5719,VH-104,Camión ligero,2025-06-15,13:28:00,08:22:22,04:21:40,1397.74,3,359.93,Completado
VIAJE-5720,VH-110,Camión ligero,2025-02-09,09:34:00,00:05:16,20:11:51,2441.81,1,1008.5,Cancelado
VIAJE-5721,VH-108,Tráiler,2025-04-11,11:11:00,09:48:44,07:46:07,983.7,2,272.19,Completado
VIAJE-5722,VH-119,Camión pesado,2025-01-03,08:01:00,16:12:03,15:30:09,376.9,1,160.39,Completado
VIAJE-5723,VH-100,Camión pesado,2025-02-20,10:26:00,09:58:54,07:19:02,770.24,6,331.34,Retrasado
VIAJE-5724,VH-111,Camión ligero,2025-04-23,12:09:00,01:50:29,04:40:43,2049.93,3,641.71,Completado
VIAJE-5725,VH-105,Furgoneta,2025-06-14,11:13:00,15:47:41,16:21:30,309.78,2,122.97,Cancelado
VIAJE-5726,VH-124,Furgoneta,2025-05-05,08:15:00,11:35:09,11:07:56,136.22,2,48.77,Retrasado
VIAJE-5727,VH-102,Camión ligero,2025-01-24,13:45:00,23:15:00,22:39:32,347.1,2,147.94,Completado
VIAJE-5728,VH-114,Tráiler,2025-03-08,14:29:00,02:02:49,03:33:51,2430.35,4,943.45,Completado
VIAJE-5729,VH-108,Tráiler,2025-01-28,08:59:00,23:06:50,23:17:25,642.28,6,229.53,Retrasado
VIAJE-5730,VH-104,Tráiler,2025-06-11,08:21:00,09:36:58,07:00:19,1699.04,2,628.24,Cancelado
VIAJE-5731,VH-122,Furgoneta,2025-04-09,12:48:00,15:21:13,17:08:37,1553.51,5,434.19,Completado
VIAJE-5732,VH-115,Camión pesado,2025-06-10,09:28:00,13:50:35,10:26:08,1918.81,2,512.14,Completado
VIAJE-5733,VH-103,Tráiler,2025-05-12,06:15:00,16:18:24,15:26:52,2360.17,5,1023.47,Cancelado
VIAJE-5734,VH-101,Camión ligero,2025-04-27,06:55:00,22:50:17,02:24:22,1662.88,1,725.86,Cancelado
VIAJE-5735,VH-104,Furgoneta,2025-01-27,10:44:00,05:03:41,07:10:56,988.38,6,398.18,Retrasado
VIAJE-5736,VH-103,Camión pesado,2025-02-14,08:57:00,09:35:33,07:44:33,1121.54,3,405.45,Completado
VIAJE-5737,VH-105,Camión ligero,2025-04-03,10:09:00,18:47:23,19:15:14,389.02,4,150.56,Completado
VIAJE-5738,VH-118,Tráiler,2025-02-19,09:47:00,21:38:11,18:26:06,2068.53,2,637.06,Completado
VIAJE-5739,VH-114,Camión ligero,2025-03-20,14:53:00,16:44:14,20:00:50,1301.57,5,328.45,Retrasado
VIAJE-5740,VH-100,Camión pesado,2025-01-03,11:39:00,21:04:24,19:33:46,2026.73,6,754.79,Completado
VIAJE-5741,VH-106,Tráiler,2025-05-08,10:39:00,20:56:29,22:19:36,1277.92,4,372.95,Cancelado
VIAJE-5742,VH-123,Furgoneta,2025-04-17,09:17:00,19:47:33,19:13:18,702.57,4,199.6,Completado
VIAJE-5743,VH-118,Camión pesado,2025-01-05,12:05:00,06:49:52,02:14:13,1879.69,1,697.21,Completado
VIAJE-5744,VH-120,Furgoneta,2025-05-27,08:09:00,13:24:22,17:07:41,1014.64,3,447.47,Retrasado
VIAJE-5745,VH-106,Camión ligero,2025-02-08,11:20:00,00:10:33,21:13:13,2138.55,4,639.15,Completado
VIAJE-5746,VH-120,Tráiler,2025-02-14,10:42:00,23:50:29,22:28:14,1381.49,4,437.99,Completado
VIAJE-5747,VH-119,Camión ligero,2025-06-15,14:21:00,20:48:59,20:16:44,246.96,1,88.33,Completado
VIAJE-5748,VH-101,Furgoneta,2025-05-27,14:54:00,08:02:44,02:39:59,2393.64,2,905.93,Completado
VIAJE-5749,VH-104,Camión ligero,2025-02-14,07:23:00,19:50:44,22:09:22,1839.69,1,657.99,Retrasado
VIAJE-5750,VH-117,Tráiler,2025-05-18,13:25:00,05:07:21,03:17:01,476.48,5,150.25,Cancelado
VIAJE-5751,VH-117,Camión ligero,2025-04-10,10:19:00,22:49:12,17:21:18,2317.49,6,947.67,Completado
VIAJE-5752,VH-118,Tráiler,2025-04-24,14:30:00,03:44:57,04:50:46,563.72,3,249.14,Retrasado
VIAJE-5753,VH-109,Tráiler,2025-03-21,07:38:00,05:39:33,06:42:23,774.69,3,210.99,Completado
VIAJE-5754,VH-122,Tráiler,2025-02-07,08:04:00,18:57:31,17:32:02,334.22,6,102.56,Cancelado
VIAJE-5755,VH-108,Camión pesado,2025-01-29,10:46:00,11:06:14,13:05:37,1227.66,5,478.79,Completado
VIAJE-5756,VH-102,Tráiler,2025-06-07,13:09:00,05:07:03,06:14:43,1848.5,5,688.74,Cancelado
VIAJE-5757,VH-122,Camión ligero,2025-06-16,08:32:00,18:39:19,13:44:27,1175.02,5,345.3,Retrasado
VIAJE-5758,VH-113,Tráiler,2025-01-06,08:45:00,10:50:52,11:00:14,63.39,2,22.68,Completado
VIAJE-5759,VH-117,Tráiler,2025-02-18,07:00:00,23:48:04,22:38:33,535.23,2,228.68,Completado
VIAJE-5760,VH-117,Camión ligero,2025-04-01,14:44:00,00:10:40,23:14:43,441.22,5,178.99,Cancelado
VIAJE-5761,VH-101,Camión ligero,2025-04-26,12:34:00,22:39:07,01:16:21,1246.18,4,544.22,Completado
VIAJE-5762,VH-105,Camión pesado,2025-05-09,12:43:00,03:02:18,06:39:17,2620.81,2,868.8,Completado
VIAJE-5763,VH-116,Furgoneta,2025-06-12,07:56:00,14:57:51,11:57:27,1604.09,4,546.95,Completado
VIAJE-5764,VH-113,Furgoneta,2025-01-28,06:04:00,16:48:02,15:50:17,607.05,2,179.15,Cancelado
VIAJE-5765,VH-104,Camión ligero,2025-06-22,14:54:00,16:16:21,19:17:59,1746.47,3,597.67,Cancelado
VIAJE-5766,VH-123,Camión ligero,2025-05-16,13:20:00,23:54:45,18:55:51,2094.48,6,922.69,Retrasado
VIAJE-5767,VH-115,Tráiler,2025-01-25,06:27:00,19:12:13,15:31:57,2166.05,5,816.52,Cancelado
VIAJE-5768,VH-116,Camión ligero,2025-06-17,10:15:00,23:41:05,00:52:59,2053.19,4,906.08,Completado
VIAJE-5769,VH-114,Camión ligero,2025-04-01,12:37:00,05:51:54,08:15:02,2298.78,5,735.58,Retrasado
VIAJE-5770,VH-105,Camión ligero,2025-02-08,12:24:00,07:21:26,07:33:00,1291.64,4,520.2,Cancelado
VIAJE-5771,VH-111,Camión ligero,2025-02-05,11:28:00,22:51:25,23:04:51,622.71,5,274.29,Completado
VIAJE-5772,VH-110,Camión pesado,2025-06-04,10:42:00,08:43:01,10:17:25,1221.04,4,521.77,Cancelado
VIAJE-5773,VH-119,Camión ligero,2025-04-24,10:40:00,10:31:29,09:58:26,1445.65,4,647.21,Completado
VIAJE-5774,VH-102,Tráiler,2025-05-27,12:31:00,15:30:35,15:28:17,90.26,5,34.95,Retrasado
VIAJE-5775,VH-108,Furgoneta,2025-06-25,10:25:00,01:06:12,02:26:14,1000.82,2,410.73,Completado
VIAJE-5776,VH-103,Tráiler,2025-04-29,09:18:00,01:53:21,23:58:54,2060.29,6,679.35,Cancelado
VIAJE-5777,VH-117,Camión ligero,2025-04-08,10:49:00,15:41:36,14:05:59,898.6,3,367.05,Completado
VIAJE-5778,VH-121,Tráiler,2025-01-03,11:10:00,18:36:25,17:51:25,487.38,1,135.45,Retrasado
VIAJE-5779,VH-101,Tráiler,2025-04-13,10:35:00,16:16:02,13:24:36,963.2,5,343.79,Completado
VIAJE-5780,VH-111,Camión ligero,2025-02-26,06:35:00,00:56:14,05:42:04,2241.6,2,921.07,Completado
VIAJE-5781,VH-115,Furgoneta,2025-06-20,14:35:00,03:29:00,02:33:43,694.03,4,292.13,Completado
VIAJE-5782,VH-117,Furgoneta,2025-04-17,09:00:00,17:52:16,18:58:34,606.85,3,157.45,Completado
VIAJE-5783,VH-101,Furgoneta,2025-04-10,12:06:00,17:20:23,16:04:33,1894.1,5,550.54,Completado
VIAJE-5784,VH-112,Furgoneta,2025-01-25,14:16:00,03:33:37,08:54:59,1404.6,4,537.95,Completado
VIAJE-5785,VH-113,Tráiler,2025-05-26,06:32:00,19:32:49,21:15:11,2463.61,1,877.45,Completado
VIAJE-5786,VH-113,Camión ligero,2025-01-08,07:40:00,20:10:19,16:02:31,1719.74,6,509.36,Completado
VIAJE-5787,VH-109,Furgoneta,2025-02-03,06:25:00,06:40:41,07:06:17,1373.46,4,598.59,Completado
VIAJE-5788,VH-105,Furgoneta,2025-01-10,12:09:00,02:22:13,07:04:23,1339.31,3,498.57,Retrasado
VIAJE-5789,VH-115,Camión pesado,2025-03-22,12:49:00,23:00:59,21:52:07,689.09,2,173.36,Completado
VIAJE-5790,VH-106,Furgoneta,2025-04-23,06:16:00,07:12:58,05:44:45,1227.92,4,377.85,Completado
VIAJE-5791,VH-111,Camión pesado,2025-06-03,12:20:00,22:11:11,22:17:17,629.86,2,196.84,Retrasado
VIAJE-5792,VH-102,Camión pesado,2025-03-15,11:46:00,05:45:38,07:32:10,612.97,6,263.51,Completado
VIAJE-5793,VH-100,Camión pesado,2025-04-11,08:42:00,19:12:08,20:33:17,353.47,1,143.45,Completado
VIAJE-5794,VH-124,Camión pesado,2025-06-12,13:31:00,22:44:27,23:08:07,561.73,5,222.61,Cancelado
VIAJE-5795,VH-111,Furgoneta,2025-06-22,11:35:00,04:31:14,03:31:52,630.71,6,243.61,Completado
VIAJE-5796,VH-104,Furgoneta,2025-01-26,12:07:00,11:04:53,12:42:04,2024.55,3,687.79,Completado
VIAJE-5797,VH-110,Camión ligero,2025-05-16,06:23:00,22:34:29,22:21:07,545.82,4,165.85,Completado
VIAJE-5798,VH-124,Furgoneta,2025-06-13,09:22:00,22:53:45,01:30:20,1572.57,5,661.48,Completado
VIAJE-5799,VH-103,Tráiler,2025-01-31,11:37:00,03:25:46,03:14:14,984.05,5,297.17,Cancelado
VIAJE-5800,VH-106,Camión ligero,2025-03-27,09:31:00,11:00:06,08:07:59,795.43,2,233.5,Completado
VIAJE-5801,VH-102,Camión pesado,2025-03-03,14:58:00,20:36:24,20:43:20,1105.25,1,388.17,Completado
VIAJE-5802,VH-117,Camión ligero,2025-04-01,08:30:00,11:29:31,14:08:29,1021.7,3,344.27,Completado
VIAJE-5803,VH-121,Camión ligero,2025-03-22,08:07:00,06:35:40,08:49:53,949.22,3,277.69,Completado
VIAJE-5804,VH-123,Camión pesado,2025-05-04,14:03:00,20:43:12,20:25:57,350.73,1,135.77,Completado
VIAJE-5805,VH-109,Furgoneta,2025-04-08,13:05:00,00:54:12,05:33:43,1708.9,4,629.73,Retrasado
VIAJE-5806,VH-118,Camión ligero,2025-03-21,09:13:00,00:38:37,01:32:16,1398.17,5,598.04,Retrasado
VIAJE-5807,VH-108,Furgoneta,2025-01-14,06:44:00,10:25:55,10:29:31,118.1,5,40.86,Cancelado
VIAJE-5808,VH-100,Camión pesado,2025-06-25,11:10:00,17:32:45,17:22:22,213.06,5,75.51,Completado
VIAJE-5809,VH-105,Furgoneta,2025-04-10,10:47:00,07:55:33,09:32:27,2756.37,3,1206.83,Cancelado
VIAJE-5810,VH-123,Tráiler,2025-05-30,11:28:00,21:19:07,22:16:33,654.51,3,280.11,Completado
VIAJE-5811,VH-120,Furgoneta,2025-05-14,08:33:00,20:40:38,17:11:59,2301.43,1,608.25,Cancelado
VIAJE-5812,VH-114,Camión ligero,2025-02-05,10:33:00,13:24:38,16:37:24,1492.7,4,511.14,Completado
VIAJE-5813,VH-124,Furgoneta,2025-03-09,11:51:00,18:23:54,18:15:07,266.1,2,107.0,Completado
VIAJE-5814,VH-116,Tráiler,2025-05-14,07:05:00,17:27:56,16:33:43,401.85,1,140.87,Retrasado
VIAJE-5815,VH-117,Camión ligero,2025-01-21,09:39:00,09:00:33,03:02:20,2352.21,5,1032.74,Completado
VIAJE-5816,VH-118,Camión ligero,2025-01-06,08:53:00,15:43:48,15:27:50,333.58,1,93.26,Retrasado
VIAJE-5817,VH-113,Camión pesado,2025-02-26,11:05:00,17:58:17,18:00:50,1738.38,6,695.65,Retrasado
VIAJE-5818,VH-123,Camión ligero,2025-06-21,11:12:00,19:01:14,19:35:38,358.05,6,98.24,Completado
VIAJE-5819,VH-118,Camión ligero,2025-01-03,09:54:00,12:24:04,10:52:11,1699.09,4,644.4,Completado
VIAJE-5820,VH-111,Camión ligero,2025-03-04,12:02:00,16:26:09,19:12:59,1636.08,3,670.01,Cancelado
VIAJE-5821,VH-122,Camión ligero,2025-01-11,10:20:00,15:08:21,15:26:55,170.25,2,49.6,Completado
VIAJE-5822,VH-110,Tráiler,2025-02-22,12:48:00,09:17:40,07:33:17,1364.95,1,436.42,Cancelado
VIAJE-5823,VH-112,Camión pesado,2025-02-23,11:15:00,01:58:48,03:27:04,1255.4,1,450.58,Retrasado
VIAJE-5824,VH-102,Furgoneta,2025-06-12,10:28:00,19:05:13,22:37:03,1090.76,3,451.66,Completado
VIAJE-5825,VH-118,Tráiler,2025-05-26,08:22:00,02:18:56,01:40:06,1168.28,1,349.57,Cancelado
VIAJE-5826,VH-101,Camión pesado,2025-05-11,09:30:00,09:51:47,10:11:24,1176.2,2,393.28,Retrasado
VIAJE-5827,VH-113,Camión ligero,2025-03-29,09:18:00,19:26:45,18:42:16,337.75,3,139.63,Retrasado
VIAJE-5828,VH-102,Camión ligero,2025-01-27,13:20:00,20:31:30,00:00:28,1191.2,5,449.04,Completado
VIAJE-5829,VH-113,Furgoneta,2025-01-11,11:07:00,14:50:25,14:16:59,211.4,5,73.58,Completado
VIAJE-5830,VH-100,Furgoneta,2025-02-06,13:26:00,01:01:32,02:19:14,410.06,5,124.11,Completado
VIAJE-5831,VH-121,Furgoneta,2025-04-27,07:33:00,20:16:44,23:31:16,1439.65,3,626.7,Cancelado
VIAJE-5832,VH-113,Camión ligero,2025-04-18,13:25:00,03:22:57,04:53:31,841.4,6,315.81,Completado
VIAJE-5833,VH-118,Camión pesado,2025-02-14,14:34:00,03:41:20,03:47:27,1526.8,5,615.38,Completado
VIAJE-5834,VH-124,Furgoneta,2025-01-29,09:53:00,02:07:45,06:52:16,1736.45,6,481.27,Retrasado
VIAJE-5835,VH-103,Tráiler,2025-03-10,09:01:00,16:32:22,20:53:18,1481.35,5,662.2,Completado
VIAJE-5836,VH-124,Tráiler,2025-03-11,06:12:00,22:13:59,23:29:01,614.56,5,264.4,Cancelado
VIAJE-5837,VH-115,Camión pesado,2025-05-21,13:28:00,21:27:14,18:47:26,1419.14,5,421.21,Retrasado
VIAJE-5838,VH-109,Tráiler,2025-04-26,06:53:00,20:25:57,20:51:34,532.51,1,199.45,Completado
VIAJE-5839,VH-111,Camión pesado,2025-05-12,12:01:00,22:35:09,22:06:22,371.07,2,151.21,Completado
VIAJE-5840,VH-108,Camión ligero,2025-06-17,08:55:00,02:55:53,21:04:07,2763.64,5,1051.49,Retrasado
VIAJE-5841,VH-114,Camión pesado,2025-01-02,10:48:00,01:39:24,02:30:15,457.4,6,177.42,Completado
VIAJE-5842,VH-103,Camión pesado,2025-02-10,10:23:00,10:17:00,12:20:31,1897.23,5,496.88,Retrasado
VIAJE-5843,VH-122,Furgoneta,2025-01-26,08:09:00,20:40:48,15:30:32,1890.77,4,748.82,Cancelado
VIAJE-5844,VH-115,Camión pesado,2025-04-10,10:55:00,07:50:54,03:30:02,2079.22,2,552.29,Retrasado
VIAJE-5845,VH-109,Camión pesado,2025-02-17,10:00:00,00:11:26,00:55:44,930.95,6,264.84,Completado
VIAJE-5846,VH-103,Camión ligero,2025-01-10,09:19:00,04:54:53,04:13:05,926.31,6,240.89,Completado
VIAJE-5847,VH-104,Tráiler,2025-04-25,08:03:00,05:01:31,22:42:29,1621.72,1,514.16,Completado
VIAJE-5848,VH-112,Tráiler,2025-02-04,07:36:00,02:10:40,02:38:33,861.48,5,217.09,Retrasado
VIAJE-5849,VH-115,Furgoneta,2025-01-08,06:06:00,06:52:00,10:19:37,878.3,5,224.14,Retrasado
VIAJE-5850,VH-106,Tráiler,2025-01-23,09:48:00,23:37:11,19:45:54,2124.49,2,577.5,Cancelado
VIAJE-5851,VH-112,Camión ligero,2025-05-11,13:56:00,19:24:34,18:53:35,249.68,2,63.67,Completado
VIAJE-5852,VH-110,Furgoneta,2025-04-15,07:31:00,14:37:14,14:33:55,260.63,1,65.49,Completado
VIAJE-5853,VH-109,Camión pesado,2025-04-15,06:09:00,22:06:08,02:22:45,2412.45,3,1052.15,Completado
VIAJE-5854,VH-105,Furgoneta,2025-02-06,07:41:00,03:57:34,02:13:26,725.14,2,266.52,Completado
VIAJE-5855,VH-104,Camión ligero,2025-05-30,10:19:00,22:26:39,02:35:55,1728.46,4,562.04,Completado
VIAJE-5856,VH-106,Camión pesado,2025-04-18,11:20:00,17:40:28,17:30:04,424.34,4,161.38,Cancelado
VIAJE-5857,VH-109,Camión ligero,2025-06-23,08:17:00,05:53:31,07:02:46,2877.3,3,921.17,Retrasado
VIAJE-5858,VH-101,Camión pesado,2025-01-28,07:36:00,16:18:03,17:06:00,1399.17,5,585.3,Completado
VIAJE-5859,VH-113,Tráiler,2025-03-15,14:56:00,11:57:36,13:47:48,1033.65,4,446.19,Cancelado
VIAJE-5860,VH-121,Tráiler,2025-02-02,09:29:00,04:56:03,04:56:07,629.27,1,191.2,Retrasado
VIAJE-5861,VH-108,Camión ligero,2025-05-11,09:28:00,01:13:35,06:54:45,2079.42,1,565.41,Completado
VIAJE-5862,VH-115,Furgoneta,2025-06-08,08:05:00,06:11:37,06:39:59,701.88,4,277.4,Cancelado
VIAJE-5863,VH-124,Camión pesado,2025-04-11,08:53:00,19:57:46,19:13:36,476.88,2,144.88,Retrasado
VIAJE-5864,VH-108,Tráiler,2025-01-11,14:10:00,21:33:39,21:21:42,391.63,5,119.39,Completado
VIAJE-5865,VH-104,Camión ligero,2025-02-13,07:10:00,18:20:04,19:48:16,659.73,6,184.51,Completado
VIAJE-5866,VH-111,Furgoneta,2025-01-01,09:48:00,21:49:08,21:59:38,389.88,1,126.86,Completado
VIAJE-5867,VH-123,Tráiler,2025-04-27,09:37:00,16:43:59,16:46:41,214.87,5,86.73,Cancelado
VIAJE-5868,VH-102,Camión ligero,2025-03-06,07:25:00,22:08:21,20:47:51,1197.53,1,479.72,Completado
VIAJE-5869,VH-107,Camión pesado,2025-06-25,13:12:00,10:09:20,12:29:32,2683.25,5,1177.98,Cancelado
VIAJE-5870,VH-123,Tráiler,2025-06-08,06:24:00,08:48:34,08:39:54,148.93,3,66.69,Completado
VIAJE-5871,VH-117,Tráiler,2025-05-03,10:24:00,23:40:02,00:55:29,424.91,5,188.87,Cancelado
VIAJE-5872,VH-108,Camión pesado,2025-03-05,12:07:00,07:04:16,12:54:36,2530.91,2,674.48,Completado
VIAJE-5873,VH-116,Camión ligero,2025-03-23,07:42:00,13:29:23,11:20:14,1663.19,6,582.53,Cancelado
VIAJE-5874,VH-109,Camión pesado,2025-01-05,09:40:00,23:36:58,21:48:36,891.58,1,259.17,Completado
VIAJE-5875,VH-108,Tráiler,2025-04-16,06:28:00,23:15:45,23:45:09,1137.73,5,348.92,Completado
VIAJE-5876,VH-112,Tráiler,2025-04-24,08:45:00,13:13:07,12:54:22,144.53,2,54.75,Completado
VIAJE-5877,VH-104,Camión ligero,2025-05-10,08:58:00,17:18:15,17:32:43,324.33,4,130.84,Completado
VIAJE-5878,VH-104,Tráiler,2025-02-06,06:33:00,00:29:45,23:12:54,1175.27,4,370.15,Completado
VIAJE-5879,VH-114,Camión pesado,2025-04-02,09:26:00,01:45:56,01:00:12,1111.28,2,378.82,Completado
VIAJE-5880,VH-109,Camión ligero,2025-02-10,07:49:00,11:34:38,10:10:41,987.71,6,355.37,Retrasado
VIAJE-5881,VH-102,Camión pesado,2025-06-11,11:22:00,15:19:54,12:05:49,1159.85,4,297.32,Retrasado
VIAJE-5882,VH-119,Camión pesado,2025-02-26,06:16:00,03:53:03,01:28:13,668.88,1,199.63,Completado
VIAJE-5883,VH-114,Camión ligero,2025-01-08,07:46:00,02:11:58,08:21:21,2813.1,2,774.81,Retrasado
VIAJE-5884,VH-102,Furgoneta,2025-01-23,08:01:00,16:08:25,18:12:56,1303.57,5,328.9,Retrasado
VIAJE-5885,VH-113,Furgoneta,2025-02-27,10:19:00,05:52:51,06:47:29,622.93,3,267.09,Retrasado
VIAJE-5886,VH-113,Camión pesado,2025-06-12,10:24:00,02:21:36,21:25:20,1239.0,5,368.38,Completado
VIAJE-5887,VH-115,Camión pesado,2025-03-21,13:54:00,22:44:57,23:58:24,348.62,5,92.95,Retrasado
VIAJE-5888,VH-117,Camión pesado,2025-02-11,11:48:00,18:28:17,18:48:29,381.45,4,109.34,Retrasado
VIAJE-5889,VH-100,Tráiler,2025-04-18,12:59:00,07:07:59,09:35:53,1051.81,4,443.01,Completado
VIAJE-5890,VH-102,Tráiler,2025-04-15,14:28:00,15:57:21,14:22:35,1625.51,5,558.23,Completado
VIAJE-5891,VH-121,Camión pesado,2025-05-29,06:40:00,18:13:14,19:52:00,353.57,4,96.09,Cancelado
VIAJE-5892,VH-109,Tráiler,2025-03-19,08:08:00,20:57:24,20:12:59,827.93,2,257.86,Retrasado
VIAJE-5893,VH-123,Tráiler,2025-05-21,08:07:00,17:03:15,16:52:26,388.35,6,116.72,Completado
VIAJE-5894,VH-105,Furgoneta,2025-03-07,08:01:00,06:37:54,10:50:30,2628.96,3,995.23,Completado
VIAJE-5895,VH-124,Camión ligero,2025-01-26,13:49:00,00:48:45,23:38:50,571.98,5,171.49,Retrasado
VIAJE-5896,VH-107,Furgoneta,2025-02-27,11:43:00,16:42:27,19:22:17,1203.12,5,475.0,Cancelado
VIAJE-5897,VH-116,Furgoneta,2025-05-31,12:34:00,15:38:01,15:58:14,141.72,3,35.95,Completado
VIAJE-5898,VH-103,Camión ligero,2025-02-16,07:10:00,22:39:53,00:31:09,1771.21,2,541.62,Completado
VIAJE-5899,VH-107,Camión ligero,2025-01-31,12:03:00,04:21:14,03:58:53,974.31,5,404.1,Completado
VIAJE-5900,VH-115,Camión pesado,2025-01-26,14:24:00,18:49:55,18:15:01,143.33,2,55.87,Completado
VIAJE-5901,VH-119,Tráiler,2025-05-21,06:05:00,12:11:55,11:39:59,250.98,1,108.87,Retrasado
VIAJE-5902,VH-103,Camión pesado,2025-01-28,13:47:00,20:19:58,20:26:25,412.0,6,106.76,Completado
VIAJE-5903,VH-120,Tráiler,2025-02-09,11:43:00,22:37:11,00:56:31,2412.19,1,727.7,Cancelado
VIAJE-5904,VH-120,Furgoneta,2025-06-12,13:52:00,15:57:55,16:58:22,1688.41,1,448.12,Retrasado
VIAJE-5905,VH-110,Camión pesado,2025-03-28,14:10:00,00:39:01,01:15:05,1065.73,2,410.52,Retrasado
